image,orb_similarity,y_true,category
synthetic_similar_1.jpg,0.7895399814215726,1,similar
synthetic_similar_2.jpg,0.7006429978360341,1,similar
synthetic_similar_3.jpg,0.810676395334097,1,similar
synthetic_similar_4.jpg,0.9332241798971235,1,similar
synthetic_similar_5.jpg,0.6872185275387329,1,similar
synthetic_similar_6.jpg,0.6872208260271147,1,similar
synthetic_similar_7.jpg,0.9410897941710348,1,similar
synthetic_similar_8.jpg,0.8274408620814072,1,similar
synthetic_similar_9.jpg,0.6542735859691067,1,similar
synthetic_similar_10.jpg,0.795958406102035,1,similar
synthetic_similar_11.jpg,0.6551215230062553,1,similar
synthetic_similar_12.jpg,0.654797834500164,1,similar
synthetic_similar_13.jpg,0.7538747180192448,1,similar
synthetic_similar_14.jpg,0.45214076574790824,1,similar
synthetic_similar_15.jpg,0.4785115034481754,1,similar
synthetic_similar_16.jpg,0.6412797459062638,1,similar
synthetic_similar_17.jpg,0.5782036431531806,1,similar
synthetic_similar_18.jpg,0.7639946265633383,1,similar
synthetic_similar_19.jpg,0.5928766294270305,1,similar
synthetic_similar_20.jpg,0.5222774818130591,1,similar
synthetic_similar_21.jpg,0.9251908276490175,1,similar
synthetic_similar_22.jpg,0.688391317931885,1,similar
synthetic_similar_23.jpg,0.7294539486563093,1,similar
synthetic_similar_24.jpg,0.520535253930116,1,similar
synthetic_similar_25.jpg,0.6437864185664743,1,similar
synthetic_similar_26.jpg,0.7355291625593813,1,similar
synthetic_similar_27.jpg,0.5588608991608776,1,similar
synthetic_similar_28.jpg,0.7725977225683941,1,similar
synthetic_similar_29.jpg,0.6359105834113673,1,similar
synthetic_similar_30.jpg,0.6791628750289412,1,similar
synthetic_similar_31.jpg,0.6357610742878844,1,similar
synthetic_similar_32.jpg,0.9793189458312512,1,similar
synthetic_similar_33.jpg,0.7181103885366892,1,similar
synthetic_similar_34.jpg,0.571920469946174,1,similar
synthetic_similar_35.jpg,0.8351562876944465,1,similar
synthetic_similar_36.jpg,0.5490818890040569,1,similar
synthetic_similar_37.jpg,0.7492409033006657,1,similar
synthetic_similar_38.jpg,0.44564618265683137,1,similar
synthetic_similar_39.jpg,0.5340539531542197,1,similar
synthetic_similar_40.jpg,0.7475605730216772,1,similar
synthetic_similar_41.jpg,0.8233853211993575,1,similar
synthetic_similar_42.jpg,0.7439915593665959,1,similar
synthetic_similar_43.jpg,0.7038092404656463,1,similar
synthetic_similar_44.jpg,0.6778454826174996,1,similar
synthetic_similar_45.jpg,0.5130069213485602,1,similar
synthetic_similar_46.jpg,0.6192218108247407,1,similar
synthetic_similar_47.jpg,0.6555105720656297,1,similar
synthetic_similar_48.jpg,0.8679971116706482,1,similar
synthetic_similar_49.jpg,0.7681065605395846,1,similar
synthetic_similar_50.jpg,0.4731743782492172,1,similar
synthetic_similar_51.jpg,0.7653717557152713,1,similar
synthetic_similar_52.jpg,0.6660884807417157,1,similar
synthetic_similar_53.jpg,0.6252309199571657,1,similar
synthetic_similar_54.jpg,0.8056346804377215,1,similar
synthetic_similar_55.jpg,0.8643399331494331,1,similar
synthetic_similar_56.jpg,0.8503792166762678,1,similar
synthetic_similar_57.jpg,0.6025095467488306,1,similar
synthetic_similar_58.jpg,0.67671026738083,1,similar
synthetic_similar_59.jpg,0.766376880396499,1,similar
synthetic_similar_60.jpg,0.8565763177971303,1,similar
synthetic_similar_61.jpg,0.6529156067016594,1,similar
synthetic_similar_62.jpg,0.6940077432670656,1,similar
synthetic_similar_63.jpg,0.565113103639156,1,similar
synthetic_similar_64.jpg,0.552531072628706,1,similar
synthetic_similar_65.jpg,0.8337536151351878,1,similar
synthetic_similar_66.jpg,0.9098736039999152,1,similar
synthetic_similar_67.jpg,0.7099185829787532,1,similar
synthetic_similar_68.jpg,0.8604946057048833,1,similar
synthetic_similar_69.jpg,0.7706290435066687,1,similar
synthetic_similar_70.jpg,0.6296832343552825,1,similar
synthetic_similar_71.jpg,0.770595384771178,1,similar
synthetic_similar_72.jpg,0.9353251193052357,1,similar
synthetic_similar_73.jpg,0.7149843545246067,1,similar
synthetic_similar_74.jpg,0.9390501118139609,1,similar
synthetic_similar_75.jpg,0.3532356854274357,1,similar
synthetic_similar_76.jpg,0.8350663506125313,1,similar
synthetic_similar_77.jpg,0.7321865895533439,1,similar
synthetic_similar_78.jpg,0.6781389709347785,1,similar
synthetic_similar_79.jpg,0.7328465087149703,1,similar
synthetic_similar_80.jpg,0.44174035195587497,1,similar
synthetic_similar_81.jpg,0.6892459357027483,1,similar
synthetic_similar_82.jpg,0.7699957600116445,1,similar
synthetic_similar_83.jpg,0.9269051662638123,1,similar
synthetic_similar_84.jpg,0.6474421694416893,1,similar
synthetic_similar_85.jpg,0.6068108955949537,1,similar
synthetic_similar_86.jpg,0.6497540138981649,1,similar
synthetic_similar_87.jpg,0.8481562964782904,1,similar
synthetic_similar_88.jpg,0.7660251553523558,1,similar
synthetic_similar_89.jpg,0.6458335714726146,1,similar
synthetic_similar_90.jpg,0.7918574406358698,1,similar
synthetic_similar_91.jpg,0.7335908569087256,1,similar
synthetic_similar_92.jpg,0.8556102986746045,1,similar
synthetic_similar_93.jpg,0.6217125668571706,1,similar
synthetic_similar_94.jpg,0.6741272994763124,1,similar
synthetic_similar_95.jpg,0.6651048585614979,1,similar
synthetic_similar_96.jpg,0.5151079072615034,1,similar
synthetic_similar_97.jpg,0.7614568387890406,1,similar
synthetic_similar_98.jpg,0.7565477381051845,1,similar
synthetic_similar_99.jpg,0.7207158839299445,1,similar
synthetic_similar_100.jpg,0.6871578013274794,1,similar
synthetic_similar_101.jpg,0.5218480961129419,1,similar
synthetic_similar_102.jpg,0.6611096548128497,1,similar
synthetic_similar_103.jpg,0.6720199676862523,1,similar
synthetic_similar_104.jpg,0.6076811823089733,1,similar
synthetic_similar_105.jpg,0.6974200003667587,1,similar
synthetic_similar_106.jpg,0.7765671199540354,1,similar
synthetic_similar_107.jpg,0.9840660261694743,1,similar
synthetic_similar_108.jpg,0.7444408937964574,1,similar
synthetic_similar_109.jpg,0.756057054701187,1,similar
synthetic_similar_110.jpg,0.7095775717927366,1,similar
synthetic_similar_111.jpg,0.4513720298581341,1,similar
synthetic_similar_112.jpg,0.7162880574371097,1,similar
synthetic_similar_113.jpg,0.7284322293917437,1,similar
synthetic_similar_114.jpg,1.0,1,similar
synthetic_similar_115.jpg,0.6930694649306428,1,similar
synthetic_similar_116.jpg,0.7622166279267057,1,similar
synthetic_similar_117.jpg,0.7151403522412659,1,similar
synthetic_similar_118.jpg,0.5563850747332655,1,similar
synthetic_similar_119.jpg,0.8799951940321029,1,similar
synthetic_similar_120.jpg,0.8252706245761483,1,similar
synthetic_similar_121.jpg,0.8307444725860266,1,similar
synthetic_similar_122.jpg,0.5926857563287365,1,similar
synthetic_similar_123.jpg,0.9163912035310539,1,similar
